,Word,Appearances
134142,Lund|Louis,4
134143,Indemnity,1
134144,Iowa|SIOUX,1
134145,IOWA]],1
134146,"MABIE,",1
134147,Smith|Chas.,1
134148,"Territory|Oklahoma]],",1
134149,"thereabouts,",2
134150,Wells|Victor,2
134151,Finlayson]],4
134152,involved;,1
134153,"Resptfully,",1
134154,Schofield|Nephi,2
134155,Schofield]],6
134156,it—and,1
134157,shwould,1
134158,prive,3
134159,Huish|Joseph.,1
134160,payson,3
134161,Christenson|Walter,2
134162,Schools.,28
134163,indorses,2
134164,Silver|Wm,2
134165,Silver]].,1
134166,Gibby|R,1
134167,Peterson|S.,2
134168,"PETERSON]],",1
134169,Producer,3
134170,Comb,2
134171,promished,1
134172,Ishould,1
134173,[brought],1
134174,benighted,7
134175,well),3
134176,Soderberg|Alfred,2
134177,Presi^d^nt,1
134178,Knudsen|Andrew,7
134179,Silver]],2
134180,Reid|Wm.,2
134181,"Reid]],",2
134182,Johnson|Alma,1
134183,Peterson|Soren,4
134184,strength;,2
134185,[18]94),1
134186,Huish|Alma,2
134187,Fillerup|A.,2
134188,Fillerup]],3
134189,L.C.]],1
134190,Lindell|Charles,1
134191,Lindell]],2
134192,Lindell,1
134193,Bsp.,1
134194,INCORPORTED,1
134195,...The,1
134196,Clipping,9
134197,"247,",2
134198,IRVING,2
134199,CHICAGO,4
134200,THOUSAND,2
134201,NEWSPAPERS,3
134202,EXAMINED,1
134203,Construction,2
134204,Probable,2
134205,Customers,2
134206,"Corporations,",1
134207,Professional,1
134208,Gauge,2
134209,LOW,1
134210,RATES...PROMPT,1
134211,editorial,6
134212,souvenir.,1
134213,CLIPPING,5
134214,"BUREAU,",3
134215,Wiese|Theo,1
134216,Wiese]],1
134217,welling,1
134218,[[Axel,16
134219,Johnson|Axel,1
134220,Axel,7
134221,Notices,3
134222,"purposess,",1
134223,Seaventys,1
134224,Carums,1
134225,Mapletons,1
134226,"[[Nounan,",1
134227,"Idaho|Nounnan]],",1
134228,Idaho|Georgetown]],2
134229,Idah,2
134230,Lindsay|Edgar,1
134231,Lindell|Chas,1
134232,Payne|Edward,2
134233,Payne]].,2
134234,Lindsay|E.,1
134235,'94,2
134236,Becone,5
134237,Houtz|George,2
134238,Houtz]],5
134239,"5,th",1
134240,48th,2
134241,"94,",1
134242,Christensen|Heber,2
134243,...........,1
134244,topics:,1
134245,------------------------------------------------------------------------------,2
134246,concellation,1
134247,------,1
134248,--------------------------------------------------------------,1
134249,----------------------------------------------------------------------,1
134250,Date------------------------------------------------------------------------,1
134251,Address-------------------------------------------------------------------,1
134252,"helped,",1
134253,Colorado|GARDEN,1
134254,GODS]],1
134255,Colorado|PIKES,1
134256,PEAK]],1
134257,Colorado|DENVER]],3
134258,States|RIO,1
134259,GRANDE]],1
134260,timid.,1
134261,further—,1
134262,Knudsen|James.,1
134263,Houtz|Geo.,1
134264,Hiette|James,2
134265,Hiette]],2
134266,Jr.|Scott]],1
134267,"Kofoed]],",1
134268,bedfast.,1
134269,"extended,",5
134270,"lord,",3
134271,"Woodriff,",2
134272,onf,2
134273,[[Neil,7
134274,Gardner|Neil,2
134275,Hansen|J.,2
134276,H.]]^,1
134277,indform,1
134278,Adobted,1
134279,leiving,1
134280,Johansson,2
134281,Quarnberg|John,1
134282,"Quarenberg]],",1
134283,"Scipio,",2
134284,Pollagamy,1
134285,Persecution.,2
134286,indquiering,1
134287,"Wommen,",1
134288,"Charrty,",1
134289,denish,1
134290,[[Ane,7
134291,Johanne,6
134292,Jorgensdotter,6
134293,Lauritsen,9
134294,"Hansen|Wommen]],",1
134295,"Wedow,",2
134296,Farm;,1
134297,soported,1
134298,Doanation.,1
134299,Knudsen|James,1
134300,Prec.,1
134301,Preacent.,1
134302,Whome,1
134303,Bught,1
134304,Olson|P.,2
134305,"Brock,",1
134306,Hunsaker|I]],1
134307,($200),1
134308,[[Germany|Germ-,1
134309,any]],1
134310,mean's,2
134311,Wells|fathers]],1
134312,Wells|brother]],1
134313,"trades,",1
134314,sequently,3
134315,feeling's,1
134316,Quarnberg|he]],1
134317,Hansen|me]],1
134318,Address;,2
134319,"Corrasponding,",1
134320,attanded,1
134321,Utah|St.,18
134322,Hansen|Wedow]].,1
134323,thras-,1
134324,"Mashine,",1
134325,"Weeks,",1
134326,"Territory|Filmore]],",1
134327,"Floure,",1
134328,Leysonse,1
134329,marreed,1
134330,fby,1
134331,"Yates|Yeats]],",1
134332,Consent,3
134333,Recomente,1
134334,Goldsbrough|Robt,1
134335,Goldsbrough]],1
134336,PETERSON]].,1
134337,"""mis-sent.",1
134338,Financiely,1
134339,confidnece,1
134340,Hunsaker|S.,1
134341,Jensen|Care,1
134342,sujggested,1
134343,ignorant.,2
134344,determin-,2
134345,feeling's.,1
134346,presance.,1
134347,pleural,1
134348,[[Nicolai,3
134349,Lauritsen|Nicolai,1
134350,"Lauritsen]],",1
134351,cute,4
134352,Exitment,1
134353,Freece|Peter,1
134354,"Frire]],",1
134355,shortely,1
134356,brekking,1
134357,Order;,1
134358,lissening,1
134359,Frire,1
134360,Doctering.,1
134361,Hansen|my]],2
134362,"Wife,",2
134363,Hansen|Hannah]]'s,1
134364,"Statment,",1
134365,olld,4
134366,[[Bodil,2
134367,Lauritsen|Wife]],2
134368,Books?,1
134369,ollderst,1
134370,Prespyter-,1
134371,"olldest,",1
134372,[[Nicoli,1
134373,Lauritsen|Boy]],2
134374,"Indfidelle,",1
134375,"agde,",1
134376,"lieved,",2
134377,"Cashier,",1
134378,"12/11/93,",1
134379,endorses,4
134380,Martele|William,1
134381,Martele]],1
134382,Martele,1
134383,[[Camille,1
134384,"Davidson|Girl]],",1
134385,Prespeteryen,1
134386,nesseserrys,1
134387,"Famyli,",1
134388,"Freece|Sister]],",1
134389,Freece|[Par],1
134390,[Fryeese]]],1
134391,Girl,8
134392,Mt.,16
134393,indtand,1
134394,ceep,3
134395,"thare,",3
134396,olldest,1
134397,"Girls,",1
134398,Agde,1
134399,Agde.,1
134400,Irvine|William,2
134401,[[Australasia|Australasia]].,6
134402,"Canada|Vancouver]],",2
134403,person:,2
134404,backwardness,1
134405,duties;,3
134406,finacially,1
134407,receveing,1
134408,assureing,2
134409,eany,2
134410,sueseceted,1
134411,Provoiding,1
134412,"Calling,",2
134413,Armstrong|F.,1
134414,Vice-,2
134415,"Romney,",3
134416,Romney|O.,2
134417,Romney|Heber,1
134418,"TAYLOR,",10
134419,ROMNEY.,1
134420,ARMSTRONG,1
134421,YARD.,1
134422,BUILDERS.,2
134423,Planing,6
134424,Builders',1
134425,Etc,12
134426,"Yards,",1
134427,"301,",1
134428,Romney|Albert,2
134429,"SUNSHINE,",2
134430,FLOWERS,2
134431,Young|M.,2
134432,DIRECTOR,7
134433,[[California|CALIFORNIA]],11
134434,Midwinter,12
134435,"OFFICES,",3
134436,MILLS,7
134437,COMMITTEE.,3
134438,GENERAL.,3
134439,[[Irwin,2
134440,Stump|IRWIN,2
134441,"STUMP]],",2
134442,Lilienthal|P.,2
134443,"LILENTHAL]],",2
134444,Andrews|A.,2
134445,"ANDREWS]],",2
134446,"MITCHELL,",2
134447,Gregory|EUGENE,2
134448,"GREGORY]],",2
134449,Neff|JACOB,2
134450,"NEFF]],",2
134451,[[Fulton,2
134452,Berry|FULTON,2
134453,"BERRY]],",2
134454,Badlam|ALEXANDER,2
134455,"BADLAM]],",2
134456,asnwering,1
134457,"positively,",1
134458,"exhibit,",4
134459,Exhibit.,3
134460,install,2
134461,"hopping,",1
134462,"wearing,",1
134463,"ancere,",1
134464,"Lauritsen|Lauritsen]],",2
134465,Hansen|Hannah]],1
134466,pl^e^ase,1
134467,bieng,2
134468,Famyly,1
134469,"Covanant,",1
134470,Ordi-,1
134471,therof;,1
134472,esspesely,1
134473,Salvaton,1
134474,visitted,2
134475,Dreames,1
134476,"Relations,",1
134477,time—and,1
134478,reget,2
134479,finincial,3
134480,sirve,1
134481,relize,4
134482,benefiets,1
134483,sacarfice,1
134484,a/cs,1
134485,Gospl^e^l,1
134486,Maesen]].,1
134487,Per.,3
134488,Jackson|G.,2
134489,Nebraska|Decatur]],1
134490,Neb,2
134491,SCRIPTURE,2
134492,MEMORANDA,2
134493,19.18.84,1
134494,^1894^,2
134495,adres,1
134496,Seresely,1
134497,disquieted,1
134498,husbin,2
134499,Saints|Utah,1
134500,"church]],",2
134501,"princebells,",1
134502,[[Reorganized,1
134503,Saints|reargenized]],1
134504,Reargenized,1
134505,[[baptized|Babtized]],1
134506,yeras,1
134507,q,2
134508,Surmons,1
134509,november.,2
134510,pregdeous.,1
134511,allthol,1
134512,Acount,6
134513,[[polygamy|polygemy]],1
134514,Spert,1
134515,surmons.,1
134516,batteling,2
134517,Hansen|John,1
134518,fierst,1
134519,Wommen,1
134520,diead,1
134521,sayed:,1
134522,"Hansen|Hannah]],",1
134523,pytairen,1
134524,reteurned,1
134525,subjeckt,1
134526,indformation.,1
134527,Chrst,1
134528,Finlayson|Geo,1
134529,oblig-,1
134530,"standings,",1
134531,arrigation,1
134532,useless.,2
134533,obstickles,1
134534,prevents.,4
134535,reget.,1
134536,Swenson|Alma,7
134537,Horne|my]],1
134538,justi-,4
134539,fyes,1
134540,sence;,1
134541,Maesen]],1
134542,comenly,1
134543,thoe,5
134544,displesed,1
134545,Obade,1
134546,Spr[uoe],1
134547,Councal.,1
134548,[[eternity|Eturnety]],1
134549,reasenebel,1
134550,prince-,1
134551,Stumbeling,1
134552,^stone^,1
134553,Sistum.,1
134554,did[[Joseph,1
134555,mo[ink,1
134556,stain],5
134557,"Bidamon|Emma]],",1
134558,Secon,1
134559,ahusban,1
134560,hafto,5
134561,"Sistum,",1
134562,eternety,1
134563,batize,1
134564,honst,1
134565,enqury.,1
134566,Whitney|James,1
134567,ossible,1
134568,sometime.,3
134569,(5,2
134570,Schiess]].,1
134571,Finlayson|Geo.,1
134572,Selby|John,2
134573,Selby]],2
134574,mission!,2
134575,"laber,",2
134576,Horne|George,1
134577,embarisments,1
134578,licquidate.,1
134579,Whitney|James.,1
134580,Schiess]],4
134581,"[[Bluffdale,",2
134582,"3d,",1
134583,Mousley|Joseph,2
134584,Mousley|L,1
134585,suggests.,2
134586,---,9
134587,1850|Jos,1
134588,locality.,5
134589,arraingments,4
134590,Glazier|Loren,2
134591,April—,2
134592,Status.,1
134593,Territory|Fairview,1
134594,Horne|Geo.,1
134595,Territory|Ephraim,1
134596,"replay,",1
134597,"exscuses,",1
134598,rea-,15
134599,Yor,2
134600,Mousley|L.,1
134601,Gostel,1
134602,Tarbet|Nephi,2
134603,L.D.,3
134604,belongs.,1
134605,corroborate,2
134606,Doltens]],1
134607,morgtgaged,1
134608,Desana^ge^ted,1
134609,Gygi|Rodolph,1
134610,Gygi]],3
134611,"Honor,",1
134612,"diahman,",1
134613,Briteness,1
134614,Nigh.,2
134615,traval,1
134616,thoughs,1
134617,Pertains,1
134618,Riggs|O,1
134619,Rigs]],1
134620,exstending,1
134621,Madsen|Madsen]],3
134622,Sorensen|Soren.,1
134623,Larson|Louis,1
134624,latst,1
134625,Gygi|Rudolph,2
134626,[1]894,1
134627,Naylor|I]],2
134628,"Naylor,",1
134629,1837|Geo,1
134630,"Naylor]],",1
134631,orthity,1
134632,Posibul,1
134633,confidantial,1
134634,Porpos,1
134635,Bairing,1
134636,testimona,1
134637,umbul,1
134638,sirvent,1
134639,Larson|L.,3
134640,Territory|Mendon]].,1
134641,twelthf,1
134642,devol-,1
134643,circumsta-,3
134644,destitut,1
134645,destitution,6
134646,Naylor|Thaddeus,3
134647,Thaddeus,1
134648,exstended,1
134649,Madsen|Lewis,2
134650,"HAY,",1
134651,"HINCKLEY,",1
134652,HINCKLEY,1
134653,"Territory|Hinckley,",1
134654,Pratt.]],1
134655,Priday,2
134656,"Priday,",1
134657,Utah|Mantua]],2
134658,Larsen|A.,2
134659,blesse,1
134660,ously.,1
134661,Sorensen|Wm,1
134662,Hughes]].,2
134663,"Utah|Layton]],",2
134664,Milling,6
134665,Position.,2
134666,glad-,3
134667,wouldent,3
134668,Chase|Phil,1
134669,Dalton|Dolten]],1
134670,Jr.|A.B.,1
134671,"MILLER,",4
134672,EX-OFFICIO,2
134673,TAX,2
134674,"COLLECTOR,",1
134675,"Anthony,",4
134676,"Anthony]],",1
134677,Jr.|A.D.,1
134678,Carbine|E.,7
134679,Carbine]],10
134680,'94.,2
134681,Utah|Providence]],4
134682,189[8],2
134683,recivid,1
134684,[[Switzerland|switzerland]],1
134685,Fuhriman|A,1
134686,Fuhrimann]],1
134687,"""blues"".",1
134688,adjusting,1
134689,Porter|AB,1
134690,Porter.]],1
134691,twenty-eighth,2
134692,"fixed,",5
134693,eighteenth.,1
134694,"Utah|Richfield]],",9
134695,privelage,12
134696,Fraser|A.,1
134697,Frraser]],1
134698,Fraziers,1
134699,Fuhriman|A.,1
134700,"[[Woodland,",4
134701,Utah|Woodland]],1
134702,kinde,4
134703,goinge,1
134704,whtch,1
134705,testimoney,3
134706,[[Indiana|indeanany]],1
134707,[[Illinois|illinois]],1
134708,healpe,1
134709,Rynearson|A.,2
134710,Rynearson]],2
134711,Utah|Frisco]],5
134712,sidered.,2
134713,"treatment,",4
134714,[[Bessie,1
134715,Morehead|Bessie,1
134716,"Morehead]],",1
134717,WILLING,1
134718,"GO,",1
134719,(Aug.,1
134720,13th).,1
134721,Houner,1
134722,[18]956,5
134723,Ramstrom|A.,2
134724,Ramstrom]],2
134725,"Utah|Hoytsville]],",2
134726,Sargent|A.,2
134727,CH,1
134728,[[Ashel,1
134729,Thorne|A,1
134730,Diaz.,3
134731,Chiha.,1
134732,Mexico.]],1
134733,Tenney.,1
134734,Derby,11
134735,DERBY,2
134736,COLONIA,2
134737,"DIAZ,",2
134738,CHIA.,1
134739,bieeing,1
134740,recommendations.,1
134741,suggest^,1
134742,Rynearson|Rynerson]],1
134743,posibel,1
134744,hard;,1
134745,Rynearson,1
134746,Laturday,2
134747,Lambert|Ephraim,3
134748,Utah|Wood,2
134749,Sargent|William,1
134750,Farnsworth|SA.,1
134751,S^L^.,1
134752,ins't,4
134753,Wilde|A.,2
134754,Gillespie|Alexr,3
134755,Gillespie]],10
134756,"Idaho|Basalt]],",1
134757,"Ricks|Ricks]],",2
134758,Mogensen,5
134759,Larsen|Rasmus,4
134760,sturdy,2
134761,Settles,2
134762,"[[Promontory,",2
134763,Territory|Promontory]],1
134764,5-26-[18]95,1
134765,A.R.,2
134766,McKellips,2
134767,Steele|M.,4
134768,"Utah|Panguitch]],",6
134769,Colo.]],1
134770,Reed|A,1
134771,Saxey|A.,4
134772,Saxey]],4
134773,Keeler|Jos.,9
134774,"Keeler]],",7
134775,"TIERNAN,",1
134776,"STAINES]],",1
134777,PREST,2
134778,"WOODMAN,",1
134779,SECY,8
134780,"HILLS]],",3
134781,1-23-07-10M,1
134782,1466,1
134783,Hill|SAML,1
134784,"HILL]],",3
134785,CUNNINGTON,1
134786,HEAVY,4
134787,HARDWARE,3
134788,MINERS,1
134789,"SUPPIES,",1
134790,"LITHO,",3
134791,Hill|A.,3
134792,"-ionary,",1
134793,Larsen|Larsen]],6
134794,Criddle|Charles,1
134795,"Idaho|Elba]],",1
134796,Hoagland]].,2
134797,Utah|Spanish,12
134798,february,2
134799,Nelson|A.,3
134800,[[Mexico|Mexxico]],1
134801,onnly,1
134802,turned.,1
134803,"Dublán,",10
134804,"Dublan]],",2
134805,Reed|A.,1
134806,Idaho|Rigby]],3
134807,exaccept,4
134808,pl,3
134809,preoaiesthood,1
134810,Ossmen|A.,1
134811,Ossmen]].,1
134812,Ingelstrom|O.,1
134813,Winkler|I]],1
134814,lo[a]ned,1
134815,ferm,1
134816,"crowded,",7
134817,premits,1
134818,[[Aneurin,1
134819,Zim,1
134820,Marshall|A.,1
134821,Marshall]];,1
134822,Ossmen,1
134823,Call|Aaron,2
134824,Bampton|Henry,1
134825,Bampton]],1
134826,accept),1
134827,appearan-,1
134828,"postponement,",2
134829,Jr.|Aaron,3
134830,mensiond,1
134831,Lundberg|Aaron,1
134832,Lundberg]],2
134833,"""Adam""",1
134834,Winkler|A.,1
134835,Winkler]],3
134836,Matson|Peter,10
134837,Winkler,1
134838,"Utah|Goshen]],",2
134839,"[18]95,",9
134840,Roylance|Aaron,2
134841,Roylance]].,1
134842,requiered,1
134843,[[Oak,10
134844,Territory|Oak,9
134845,Roper|Abel,3
134846,Roper]],3
134847,Roper,6
134848,Rosser.,1
134849,(Rosser),1
134850,J.F,1
134851,Hopind,1
134852,Erickson|Abel,2
134853,Islands|Sam^o^a]],1
134854,edever,1
134855,inquirries,1
134856,[[Abinadi,2
134857,Olsen|Abinadi,2
134858,ageriable,1
134859,britan,1
134860,endevers,1
134861,Evans|Abraham.,1
134862,Evans]]-,1
134863,WBro,1
134864,promotion,6
134865,survent,2
134866,(J,1
134867,Taylor).,1
134868,Jackson|Abraham,2
134869,1835|James,4
134870,Mound,7
134871,Utah|Calls,1
134872,NApril.,1
134873,Mentioned,3
134874,[[California|Califor,1
134875,-nia]].,1
134876,Wheatley|Abraham,2
134877,Wheatley]],5
134878,HATCH,1
134879,"Crockery,",2
134880,"Impliments,",1
134881,Utah|Heber,3
134882,Peterson|Swen.,1
134883,(Honorably),1
134884,sooon,1
134885,privealage,1
134886,Beaumont,6
134887,Pack|Adelbert,4
134888,Evans|Abraham,1
134889,Perkes|Albert,1
134890,Perkes]],1
134891,Perkes,1
134892,"northwest,",1
134893,Utah|S.,49
134894,Gsopsel,1
134895,Pack|Adelbert.,2
134896,Genealoge,1
134897,Bramwell|F,2
134898,survice,3
134899,Cranney|Adelbert,4
134900,^Prest.,1
134901,^Cranny^,1
134902,[Enc:,1
134903,1895],1
134904,Jackson's,3
134905,obtrusive,1
134906,Aspey,2
134907,Jackson|wife]],2
134908,Trunkhill,1
134909,Elliott|orphan,1
134910,moderately,4
134911,one-half,12
134912,Tabernacle]].,3
134913,"merchandising,",2
134914,"10%,",1
134915,Oweing,1
134916,scant,3
134917,Venoy,3
134918,Gay|Adelbert,3
134919,Ambassador,1
134920,C^h^rist,1
134921,Keilholz|Adolph,2
134922,Keilholz]],2
134923,w[ar]d,2
134924,Merz|ADOLPH,1
134925,"MERZ]],",1
134926,Utah|MT.,1
134927,PLEASANT]],1
134928,MARBLE,1
134929,WORKS.,1
134930,Ornamental,1
134931,ADOLPH,1
134932,"MERZ,",1
134933,PROP.,4
134934,Merz,1
134935,"Utah|Hooper]],",1
134936,Elggren|Adolph,2
134937,Freadreck,1
134938,Elggren]],2
134939,Child|W,4
134940,Lamar]].,1
134941,msission.,2
134942,[Harry,1
134943,"Jackson|child]],",1
134944,indus-,2
134945,"trious,",2
134946,"customers,",3
134947,posesses;,1
134948,"Jackson|father]],",1
134949,absance.,1
134950,"Jackson|wife]],",1
134951,"choir,",4
134952,emminently,1
134953,sideration;,1
134954,Charlesworth|Charlesworth]],1
134955,Charlesworth,2
134956,"abity,",1
134957,"unqualified,",1
134958,Wilcox|Adrian,1
134959,"[[Lawrence,",5
134960,Territory|Lawrence]],2
134961,sacriface,1
134962,"ful,",9
134963,"Gostle,",1
134964,Day|Albert,3
134965,Merz|A.,1
134966,Merz]],1
134967,Jr.|Adolphus,1
134968,Andrus|James,12
134969,Utah|Huntington]],6
134970,circumsances,2
134971,immedially,1
134972,confence,1
134973,counclers,1
134974,Utah|Lawrence]]^,1
134975,subservient,1
134976,Oricals,1
134977,beleiaeve,1
134978,Wilcox|Adrain]],1
134979,Wilcox|S.A.,1
134980,Bp.^,1
134981,Dalley|Albert,2
134982,Dalley]].,5
134983,Dalley|Joseph,4
134984,obsticals,1
134985,welffore,1
134986,asever,1
134987,Collard|Albert,2
134988,Utah|Spring,10
134989,Huish|I]],4
134990,semester,2
134991,Setptember,1
134992,tharefore.,1
134993,yors,1
134994,truh,1
134995,Albert.,5
134996,add),2
134997,Utah|Lawrence]],2
134998,irregular,6
134999,elder's,2
135000,Bp's,5
135001,counselor.,2
135002,GRANTSVILLE,1
135003,lettere,1
135004,Swen,3
135005,Erickson|Albert,2
135006,"[[Littlefield,",2
135007,Territory|Littlefield]],1
135008,Frehner|Albert,2
135009,Frehner]],2
135010,Bunkr,1
135011,Bunkerville,3
135012,"Utah|Vernal]],",6
135013,Goodrich|Albert,2
135014,Goodrich]].,1
135015,Shaffer|James.,2
135016,Marchant|Albert,2
135017,Marchchant]].,1
135018,Utah|Morgan,9
135019,[[Alberto,2
135020,Gibby|Bert,1
135021,Gibby]].,1
135022,Utah|Plt.,1
135023,askindg,1
135024,Huish|my]],3
135025,mulgator,1
135026,regightoeous,1
135027,placed;,1
135028,responsibilites,3
135029,Jefferies|Father]].,1
135030,Jefferies|Albert,2
135031,Jefferies,1
135032,be^ing^,1
135033,G.H.,1
135034,Gibby|Bert.,1
135035,Utah|Hyde,8
135036,Kirby|Albert,2
135037,Kirby,1
135038,Hhe,2
135039,Hyde|Chas.,2
135040,^future^,1
135041,Olpin|Albert,1
135042,Olpin]].,1
135043,shirking.,1
135044,jus-,5
135045,tice,4
135046,Heavelnly,1
135047,"Huish]],",2
135048,attest,4
135049,"malara,",1
135050,mighet,1
135051,^eny^,2
135052,DeLorma,2
135053,Clark|Albert.,1
135054,Utah|Midway]],1
135055,Sieries,1
135056,Apriel,2
135057,Historien,1
135058,Apriel.,1
135059,Lochner|Albert,2
135060,Lockner]],1
135061,"Watkins,",6
135062,"""Sept",1
135063,"27th""",1
135064,is'nt,1
135065,meore,1
135066,Cullimore|A.,2
135067,Cullimore]].,1
135068,Colbby]],1
135069,nortern,1
135070,Mabey,3
135071,Jr.|Albert,2
135072,nI,1
135073,thanful,1
135074,are;,12
135075,"parture,",1
135076,Morris|Albert,2
135077,gain.,6
135078,"cluded,",1
135079,Lochner]],1
135080,Idaho|Prospect]],1
135081,(Nov.,2
135082,1897),7
135083,Newman|Albert,2
135084,Newman]].,1
135085,Mabey]],3
135086,quirement.,1
135087,Matheson|Albert,2
135088,Matheson]].,1
135089,"Utah|Price]],",2
135090,cuh,1
135091,curcular,1
135092,McMullin|Albert,2
135093,Mullins]],1
135094,Horsely]],1
135095,West|Albert,2
135096,"Utah|Washington]],",1
135097,nesesaries,1
135098,Utah|Coalville]],4
135099,[[Historian|historian,2
135100,Faddies|Alex,2
135101,Faddies]],5
135102,Wright|F.,9
135103,Utah|Parowan,1
135104,10th1898,1
135105,Matheson|Alex,3
135106,Matheson]],4
135107,Matheson,4
135108,Adams]]Bp,1
135109,Groesbeck]].,2
135110,$355500.,1
135111,$104300,1
135112,$91000,1
135113,explenation,4
135114,452,4
135115,Jr.|Alx,1
135116,Counsell,2
135117,Watson|J,4
135118,Jr.|Alex,3
135119,deam,5
135120,parshely,1
135121,Territory|Avon]],1
135122,Jr.|Alexander,1
135123,probebly,2
135124,dollors,2
135125,decison,1
135126,estemed,1
135127,"[[Manitoba,",7
135128,Canada|Manitoba]].,2
135129,Leishman|Alexander,2
135130,Leishman]],4
135131,Hammer|J.,3
135132,Cardston,4
135133,Islands|Sanwich,3
135134,Is]].,1
135135,Ledingham|Alexander,1
135136,Territory|Hooper]],8
135137,premit,2
135138,Pleaeese,1
135139,Patterson|Alexander,1
135140,Milne|Alexander,2
135141,Milne]].,1
135142,Hamilton|Alexander,2
135143,Hamilton]].,2
135144,cheerfley,1
135145,notifyn,1
135146,Garrick|Alfred,2
135147,Ledingham|Alex.,1
135148,Oborn|Alfred,4
135149,Oborn]],4
135150,Oborn,2
135151,Thomas|Alf.,2
135152,Patterson|Alex.,1
135153,physic-,2
135154,"Patterson,",1
135155,Milne]],2
135156,Westen,2
135157,"transpired,",5
135158,shouold,1
135159,Kofoed]].,1
135160,"Garrick,",1
135161,Meyer|I]],1
135162,Utah|Richmond]],10
135163,appoinited,1
135164,'Isles,1
135165,Pacific',1
135166,going:,1
135167,Sr.|A.,4
135168,States—leav,1
135169,Danks|Alfred,2
135170,Danks]],2
135171,Write—his,1
135172,dep.,7
135173,Missonary,3
135174,Erickson|Alfred,2
135175,Territory|Sugar]],1
135176,Hugo,2
135177,Lochelt|Alfred.,1
135178,Lochelt]],2
135179,Meyer|Alfred.,1
135180,Meyer]].,1
135181,Woolley|W.,1
135182,repply,3
135183,"requist,",1
135184,Broderick|Alfred,1
135185,Privledge,1
135186,Pettey|William,1
135187,Pettey]],3
135188,roval.,1
135189,Self|Alfrad,1
135190,Salf]],1
135191,Utah|Circleville]],1
135192,Jensen|Alfred,3
135193,[[Jorgen,5
135194,Sr.|A,1
135195,'96,1
135196,"Territory|Trenton]],",1
135197,Jensen|Alfred.,1
135198,Jensen]]:,1
135199,Bingham|B.,2
135200,Kearl|me]],1
135201,Territory|College]],3
135202,brocken;,1
135203,climated,3
135204,Meyer|Alfred,2
